id,scientific_name,rank,kingdom,phylum,class,order,family,genus
425,Fissidens bryoides Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
427,Fissidens crassipes Wilson ex Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
429,Fissidens dubius P.Beauv.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
430,Fissidens exilis Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
431,Fissidens gracilifolius Brugg.-Nann. & Nyholm,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
433,Fissidens crispus Mont.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
434,Fissidens monguillonii Th‚r.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
435,Fissidens osmundoides Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
436,Fissidens pusillus (Wilson) Milde,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
439,Fissidens taxifolius Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
440,Fissidens viridulus (Sw. ) Wahlenb.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
442,Fontinalis antipyretica Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Fontinalaceae,Fontinalis
445,Fossombronia foveolata Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia
446,Fossombronia incurva Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia
447,Fossombronia pusilla (L.) Nees,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia
448,Fossombronia wondraczekii (Corda) Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia
450,Frullania dilatata (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania
451,"Frullania fragilifolia (Taylor) Gottsche, Lindenb. & Nees",SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania
452,Frullania tamarisci (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania
454,Funaria hygrometrica Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Funaria
462,Grimmia dissimulata E.Maier,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
465,Grimmia laevigata (Brid.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
470,Grimmia orbicularis Bruch ex Wilson,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
471,Grimmia ovalis (Hedw.) Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
472,Grimmia pulvinata (Hedw.) Sm.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
474,Grimmia tergestina Tomm. ex Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
476,Grimmia trichophylla Grev.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
478,Gymnocolea inflata (Huds.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Gymnocolea
480,Homalothecium lutescens (Hedw.) H.Rob.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium
481,Homalothecium sericeum (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium
485,Hookeria lucens (Hedw.) Sm.,SPECIES,Plantae,Bryophyta,Bryopsida,Hookeriales,Hookeriaceae,Hookeria
488,Hygrohypnum luridum (Hedw.) Jenn.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum
493,Hylocomium splendens (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomium
500,Hypnum andoi A.J.E.Smith,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum
501,Hypnum cupressiforme Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum
502,"Callicladium imponens (Hedw.) Hedenas, Schlesak &",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Callicladiaceae,Callicladium
503,Hypnum jutlandicum Holmen & E.Warncke,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Jocheniaceae,Hypnum
504,Hypnum lacunosum (Brid.) Hoffm. ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum
505,"Jochenia pallescens (Hedw.) Hedenäs, Schlesak & D.Quandt",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Jochenia
509,Isothecium alopecuroides (Lam. ex Dubois) Isov.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Isothecium
511,Isothecium myosuroides Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Isothecium
516,"Endogemma caespiticia (Lindenb.) Konstant., Vilnet & A.V.Troitsky",SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Endogemmaceae,Endogemma
518,Solenostoma gracillimum (Sm.) R.M.Schust.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Solenostoma
519,Solenostoma hyalinum (Lyell) Mitt.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Solenostoma
527,Kurzia pauciflora (Dicks.) Grolle,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Kurzia
528,Kurzia sylvatica (A.Evans) Grolle,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Kurzia
531,Mesoptychia badensis (Gottsche ex Rabenh.) L.S”derstr. & V ?a,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Leiocolea
536,Lejeunea cavifolia (Ehrh.) Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea
539,Lepidozia reptans (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Lepidozia
541,Leptobarbula berica (De Not.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Leptobarbula
543,Leptobryum pyriforme (Hedw.) Wilson,SPECIES,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Leptobryum
545,Leptodictyum riparium (Hedw.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Leptodictyum
547,Leptodontium flexifolium (Dicks.) Hampe,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Leptodontium
548,Leptodontium gemmascens (Mitt.) Braithw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Leptodontium
550,Leskea polycarpa Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Leskea
552,Leucobryum glaucum (Hedw.) ngstr.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Leucobryum
555,Leucodon sciuroides (Hedw.) Schwägr..,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Leucodontaceae,Leucodon
558,Lophocolea bidentata (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea
559,Lophocolea heterophylla (Schrad.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea
561,Lophocolea semiteres (Lehm.) Mitt.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea
563,Isopaches bicrenatus (Schmidel ex Hoffm.) H.Buch,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Isopaches
564,Heterogemma capitata (Hook.) Konstant. & Vilnet,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Heterogemma
565,Lophoziopsis excisa (Dicks.) Konstant. & Vilnet,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophoziopsis
571,"Oleolophozia perssonii (H.Buch & S.W.Arnell) L.S”derstr., De Roo & Hedd.",SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Oleolophozia
573,Lophozia ventricosa (Dicks.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia
576,Lunularia cruciata cruciata (L.) Dumort. ex Lindb.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia
578,Marchantia polymorpha L.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia
589,Metzgeria conjugata Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria
591,Metzgeria furcata (L.) Corda,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria
592,Metzgeria consanguinea Schiffn.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria
594,Microbryum curvicollum (Hedw.) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Microbryum
595,Microbryum davallianum (Sm.) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Microbryum
596,Microbryum floerkeanum (F.Weber & D.Mohr) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Microbryum
600,Microlejeunea ulicina (Taylor) Steph.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Microlejeunea
602,Micromitrium tenerum (Bruch & Schimp.) Crosby,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Micromitriaceae,Micromitrium
606,Mnium hornum Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium
607,Mnium marginatum (Dicks.) P.Beauv.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium
608,Mnium stellare Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium
612,Mylia anomala (Hook.) Gray,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Myliaceae,Mylia
616,Nardia geoscyphus (De Not.) Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Nardia
618,Nardia scalaris Gray,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Nardia
620,"Alleniella complanata (Hedw.) S.Olsson, Enroth & D.Quandt",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Alleniella
621,"Exsertotheca crispa (Hedw.) S.Olsson, Enroth & D.Quandt",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Exsertotheca
622,Neckera pumila Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Neckera
624,Nowellia curvifolia (Dicks.) Mitt.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Nowellia
628,Odontoschisma denudatum (Mart.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Odontoschisma
629,Odontoschisma sphagni (Dicks.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Odontoschisma
631,Oligotrichum hercynicum (Hedw.) Lam. & DC.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Oligotrichum
633,Orthodontium lineare Schwägr..,SPECIES,Plantae,Bryophyta,Bryopsida,Orthodontiales,Orthodontiaceae,Orthodontium
638,"Lewinskya affinis (Schrad. ex Brid.) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
639,Orthotrichum anomalum Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
640,Orthotrichum columbicum Mitt.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
641,Orthotrichum cupulatum Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
642,Orthotrichum diaphanum Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
643,"Lewinskya iberica (F.Lara & Mazimpaka) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
644,"Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Pulvigera
645,Nyholmiella obtusifolia (Brid.) Holmen & E.Warncke,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Nyholmiella
646,Orthotrichum pallens Bruch ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
647,Orthotrichum patens Bruch ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
648,Orthotrichum pulchellum Brunt.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
649,Orthotrichum pumilum Sw. ex anon.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
651,Orthotrichum rogeri Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
652,"Lewinskya rupestris (Schleich. ex Schwägr..) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
653,Orthotrichum scanicum Gr”nvall,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
654,Orthotrichum schimperi Hammar,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
656,"Lewinskya speciosa (Nees) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
657,Orthotrichum sprucei Mont.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
658,Orthotrichum stramineum Hornsch. Ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
659,"Lewinskya striata (Hedw.) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
660,Orthotrichum tenellum Bruch ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum
662,Physcomitrium pyriforme (Hedw.) Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium
663,Physcomitrium sphaericum (C.F.Ludw. ex Schkuhr) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium
667,Plagiochila asplenioides (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila
669,Plagiochila porelloides (Torrey ex Nees) Lindenb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila
672,Plagiomnium affine (Blandow ex Funck) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
673,Plagiomnium cuspidatum (Hedw.) T.J.Kop,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
674,Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
675,Plagiomnium  ellipticum (Brid.) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
677,Plagiomnium rostratum (Schrad.) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
678,Plagiomnium undulatum (Hedw.) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium
682,Plagiothecium cavifolium (Brid.) Z.Iwats.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
683,Plagiothecium curvifolium Schlieph. ex Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
684,"Plagiothecium denticulatum W.P.Schimper, 1851",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
685,Plagiothecium laetum Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
686,Plagiothecium latebricola Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
687,Plagiothecium nemorale (Mitt.) A.Jaeger,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
688,Plagiothecium undulatum (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
692,Platygyrium repens (Brid.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiadelphaceae,Platygyrium
694,Rhynchostegium riparioides (Hedw.) Cardot,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Platyhypnidium
696,Pleuridium acuminatum Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Pleuridium
698,Pleuridium subulatum (Hedw.) Rabenh.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Pleuridium
700,Tortella squarrosa (Brid.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortella
702,Pleurozium schreberi (Willd. ex Brid.) Mitt.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Pleurozium
704,Pogonatum aloides (Hedw.) P.Beauv.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Pogonatum
705,Pogonatum nanum (Hedw.) P.Beauv.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Pogonatum
706,Pogonatum urnigerum (Hedw.) P.Beauv.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Pogonatum
709,Pohlia annotina (Hedw.) Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
710,Pohlia bulbifera (Warnst.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
711,Pohlia camptotrachela (Renauld & Cardot) Broth.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
715,Pohlia flexuosa Harv.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
716,Pohlia lescuriana (Sull.) Ochi,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
717,Pohlia lutescens (Limpr.) H.Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
718,Pohlia melanodon (Brid.) A.J.Shaw,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
719,Pohlia nutans (Hedw.) Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
720,Pohlia wahlenbergii (F.Weber & D.Mohr) A.L.Andrews,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia
721,Polytrichastrum alpinum (Hedw.) G.L.Sm.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichastrum
723,Polytrichum commune Hedw.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
725,Polytrichum juniperinum Hedw.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
727,Polytrichum piliferum Hedw.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
728,Polytrichum strictum Menzies ex Brid.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
734,Porella platyphylla (L.) Pfeiff.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Porellaceae,Porella
736,Marchantia quadrata Scop.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia
738,Pseudephemerum nitidum (Hedw.) Loeske,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Pseudephemerum
740,Pseudobryum cinclidioides (Huebener) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pseudobryum
742,Drepanocladus lycopodioides (Brid.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus
744,Pseudocrossidium hornschuchianum (Schultz) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Pseudocrossidium
745,Pseudocrossidium revolutum (Brid.) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Pseudocrossidium
750,Pseudotaxiphyllum elegans (Brid.) Z.Iwats.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum
753,Pterigynandrum filiforme Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Pterigynandraceae,Pterigynandrum
757,Pterygoneurum ovatum (Hedw.) Dixon,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Pterygoneurum
759,Ptilidium ciliare (L.) Hampe,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Ptilidiales,Ptilidiaceae,Ptilidium
760,Ptilidium pulcherrimum (Weber) Vainio,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Ptilidiales,Ptilidiaceae,Ptilidium
762,Ptilium crista-castrensis (Hedw.) De Not.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Ptilium
766,Pylaisia polyantha (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Pylaisiaceae,Pylaisia
768,Racomitrium aciculare (Hedw.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium
772,Racomitrium ericoides (Brid.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium
774,Racomitrium heterostichum (Hedw.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium
775,Racomitrium lanuginosum (Hedw.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium
778,Radula complanata (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Radulaceae,Radula
781,Reboulia hemisphaerica (L.) Raddi,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Reboulia
788,Rhizomnium punctatum (Hedw.) T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Rhizomnium
791,Rhodobryum roseum (Hedw.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rhodobryum
793,Rhynchostegiella curviseta (Brid.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegiella
