id,scientific_name,rank,kingdom,phylum,class,order,family,genus
794,Rhynchostegiella tenella (Dicks.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegiella
795,Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegiella
798,Rhynchostegium confertum (Dicks.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegium
799,Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegium
800,Rhynchostegium murale (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegium
803,Rhytidiadelphus loreus (Hedw.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus
804,Rhytidiadelphus squarrosus (Hedw.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus
806,Hylocomiadelphus triquetrus (Hedw.) Ochyra & Stebel,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiadelphus
808,Rhytidium rugosum (Hedw.) Kindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidium
810,Riccardia chamedryfolia (With.) Grolle,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia
811,Riccardia incurvata Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia
812,Riccardia latifrons (Lindb.) Lindb.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia
813,Riccardia multifida (L.) Gray,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia
815,Riccia beyrichiana Hampe,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
816,Riccia bifurca Hoffm.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
817,Riccia canaliculata Hoffm.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
818,Riccia cavernosa Hoffm.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
821,Riccia fluitans L.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
822,Riccia glauca L.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
823,Riccia huebeneriana Lindenb.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
825,Riccia sorocarpa Bisch.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
826,Riccia subbifurca Warnst. ex Croz.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
827,Riccia warnstorfii Limpr. ex Warnst.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
829,Ricciocarpos natans (L.) Corda,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Ricciocarpos
831,Sanionia uncinata (Hedw.) Loeske,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Sanionia
837,Scapania curta (Mart.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania
839,Scapania irrigua (Nees) Nees,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania
842,Scapania nemorea (L.) Grolle,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania
845,Scapania undulata (L.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania
854,Schistidium rivulare (Brid.) Podp.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium
860,Scleropodium cespitans (Wilson ex Mll.Hal.) L.F.Koch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Scleropodium
864,Scopelophila cataractae (Mitt.) Broth.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Scopelophila
867,Scorpidium cossonii (Schimp.) Hedenäs,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium
868,Scorpidium revolvens (Sw. ex anon.) Rubers,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium
869,Scorpidium scorpioides (Hedw.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium
872,Seligeria calcarea (Hedw.) Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Seligeriaceae,Seligeria
881,Sematophyllum substrumulosum (Hampe) E.Britton,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Sematophyllaceae,Sematophyllum
887,Sphaerocarpos michelii Bellardi,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Sphaerocarpales,Sphaerocarpaceae,Sphaerocarpos
888,Sphaerocarpos europaeus Lorb.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Sphaerocarpales,Sphaerocarpaceae,Sphaerocarpos
891,Sphagnum angustifolium (C.E.O.Jensen ex Russow) C.E.O.Jensen,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
892,Sphagnum capillifolium (Ehrh.) Hedw.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
894,Sphagnum compactum Lam. & DC.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
895,Sphagnum contortum Schultz,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
896,Sphagnum cuspidatum Ehrh. ex Hoffm.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
898,Sphagnum fallax (H.Klinggr.) H.Klinggr.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
899,Sphagnum fimbriatum Wilson,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
900,Sphagnum flexuosum Dozy & Molk.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
902,Sphagnum girgensohnii Russow,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
903,Sphagnum inundatum Russow,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
904,Sphagnum divinum Flatberg & Hassel,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
905,Sphagnum majus (Russow) C.E.O.Jensen,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
906,Sphagnum molle Sull.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
907,Sphagnum obtusum Warnst.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
908,Sphagnum palustre L.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
909,Sphagnum papillosum Lindb.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
910,Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
911,Sphagnum quinquefarium (Braithw.) Warnst.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
912,Sphagnum riparium ngstr.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
913,Sphagnum rubellum Wilson,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
914,Sphagnum russowii Warnst.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
915,Sphagnum squarrosum Crome,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
916,Sphagnum subnitens Russow & Warnst.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
917,Sphagnum subsecundum Nees,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
918,Sphagnum tenellum (Brid.) Pers. ex Brid.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
919,Sphagnum teres (Schimp.) ngstr.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
925,Straminergon stramineum (Dicks. ex Brid.) Hedenäs,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Straminergon
927,Syntrichia calcicola J.J.Amann,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
930,Syntrichia laevipila Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
931,Syntrichia latifolia (Bruch ex Hartm.) Huebener,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
932,Syntrichia papillosa (Wilson) Jur.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
934,Syntrichia ruraliformis (Besch.) Mans.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
935,Syntrichia ruralis (Hedw.) F.Weber & D.Mohr,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
936,Syntrichia virescens (De Not.) Ochyra,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
940,Taxiphyllum wissgrillii (Garov.) Wijk & Margad.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Taxiphyllaceae,Taxiphyllum
946,Tetraphis pellucida Hedw.,SPECIES,Plantae,Bryophyta,Tetraphidopsida,Tetraphidales,Tetraphidaceae,Tetraphis
952,Thamnobryum alopecurum (Hedw.) Gangulee,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum
955,Thuidium delicatulum (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium
958,Thuidium tamariscinum (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium
963,Tortella flavovirens (Bruch) Broth.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortella
964,Tortella inclinata (R.Hedw.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortella
967,Tortella tortuosa (Hedw.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortella
974,Tortula lindbergii Broth.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
975,Tortula marginata (Bruch & Schimp.) Spruce,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
976,Tortula caucasica Broth.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
978,Tortula muralis Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
981,Tortula subulata Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
982,Tortula truncata (Hedw.) Mitt.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
983,Tortula vahliana (Schultz) Mont.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
985,Trematodon ambiguus (Hedw.) Hornsch.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Bruchiaceae,Trematodon
987,Trichocolea tomentella (Ehrh.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Trichocoleaceae,Trichocolea
992,Trichostomum crispulum Bruch,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Trichostomum
998,Ulota bruchii Hornsch. ex Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota
999,Ulota coarctata (P.Beauv.) Hammar,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota
1000,Ulota crispa (Hedw.) Brid. s.l.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota
1002,"Plenogemma phyllantha (Brid.) Sawicki, Plášek & Ochyra",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Plenogemma
1005,Sarmentypnum exannulatum (Schimp.) Hedenäs,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Sarmentypnum
1006,Warnstorfia fluitans (Hedw.) Loeske,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Warnstorfia
1007,Warnstorfia pseudostraminea (Mll.Hal.) Tuom. & T.J.Kop.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Warnstorfia
1009,Weissia brachycarpa (Nees & Hornsch.) Jur.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1011,Weissia controversa Hedw.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1012,Weissia longifolia Mitt.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1013,Weissia rostellata (Brid.) Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1014,Weissia rutilans (Hedw.) Lindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1015,Weissia squarrosa (Nees & Hornsch.) Mll.Hal.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Weissia
1017,Zygodon conoideus (Dicks.) Hook. & Taylor,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
1019,Zygodon rupestris Schimp. ex Lorentz,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
1020,Zygodon viridissimus (Dicks.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
1021,Zygodon viridissimus var. stirtonii (Stirt.) I.Hagen,VARIETY,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
8304,Abietinella abietina (Hedw.) M.Fleisch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Abietinella
8311,Brachytheciastrum velutinum (Hedw.) Ignatov & Huttunen,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachytheciastrum
8318,Ptychostomum inclinatum (Sw. ex Brid.) J.R.Spence,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum
8320,Cirriphyllum crassinervium (Taylor) Loeske & M.Fleisch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Cirriphyllum
8321,Cleistocarpidium palustre (Bruch & Schimp) Ochyra & Bedn.-Ochyra,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Cleistocarpidium
8324,Didymodon australasiae (Hook. & Grev.) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Didymodon
8328,Fissidens fontanus (Bach.Pyl.) Steud.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
8330,Hygroamblystegium fluviatile (Hedw.) Loeske,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium
8331,"Hygroamblystegium humile (P.Beauv.) Vanderp., Goffinet & Hedenäs",SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium
8332,Hygroamblystegium tenax (Hedw.) Jenn.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium
8333,Hygroamblystegium varium (Hedw.) M”nk.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium
8336,Kindbergia praelonga (Hedw.) Ochyra,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia
8337,Mesoptychia collaris (Nees) L.S”derstr. & V ?a,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Mesoptychia
8338,Loeskeobryum brevirostre (Brid.) M.Fleisch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Loeskeobryum
8339,Metzgeria violacea (Ach.) Dumort.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria
8340,Oxyrrhynchium hians (Hedw.) Loeske,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Oxyrrhynchium
8341,Microeurhynchium pumilum (Wilson) Ignatov & Vanderp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Microeurhynchium
8342,Oxyrrhynchium schleicheri (R.Hedw.) R”ll,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Oxyrrhynchium
8343,Oxyrrhynchium speciosum (Brid.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Oxyrrhynchium
8344,Tortula acaulon (With.) R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
8345,Physcomitrella patens (Hedw.) Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrella
8346,Plasteurhynchium striatulum (Spruce) M.Fleisch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Plasteurhynchium
8347,Polytrichum formosum Hedw.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
8348,Polytrichum longisetum Sw. ex Brid.,SPECIES,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum
8349,Tortula protobryoides R.H.Zander,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortula
8350,Pseudoscleropodium purum (Hedw.) M.Fleisch.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Entodontaceae,Pseudoscleropodium
8353,Sciuro-hypnum oedipodium (Mitt.) Ignatov & Huttunen,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum
8354,Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum
8355,Sciuro-hypnum populeum (Hedw.) Ignatov & Huttunen,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum
8356,Sciuro-hypnum reflexum (Starke) Ignatov & Huttunen,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum
8359,Syntrichia montana Nees,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia
8360,Thuidium assimile (Mitt.) A.Jaeger,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium
8362,Trichodon cylindricus (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Trichodon
8364,Aloina ambigua (Bruch & Schimp.) Limpr.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Aloina
8366,Campylium protensum (Brid.) Kindb.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium
8367,Didymodon insulanus (De Not.) M.O.Hill,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Didymodon
8368,Ephemerum serratum (Hedw.) Hampe,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Ephemerum
8370,Sphagnum auriculatum Schimp.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
8371,Zygodon stirtonii Schimp. ex Stirt.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
8392,Fissidens gymnandrus Buse,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens
8394,Grimmia anodon Bruch & Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
8433,Zygodon dentatus (Limpr.) Kartt.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon
8438,Conocephalum conicum (L.) Dumort. s.l.,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Conocephalaceae,Conocephalum
8439,Chiloscyphus polyanthos (L.) Corda,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus
8440,Schistidium apocarpum (Hedw.) Bruch & Schimp. s.l.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium
8441,Palustriella commutata (Hedw.) Ochyra s.l.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Palustriella
8445,"Syntrichia ruralis Weber & D.Mohr, 1803",SPECIES,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia
8446,Syntrichia montana var. calva (Durieu & Sagot) J.J.Amann,VARIETY,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia
8451,Racomitrium canescens (Hedw.) Brid.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium
8460,Ptychostomum rubens (Mitt.) Holyoak & N.Pedersen,SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum
8472,Sphagnum recurvum P.Beauv.,SPECIES,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum
8518,Plagiothecium denticulatum (Hedw.) Schimp.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium
8551,"Bryum erythrocarpum G.Roth, 1905",SPECIES,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum
8636,Schistidium platyphyllum (Mitt.) H.Perss.,SPECIES,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium
8637,Riccardia palmata (Hedw.) Carruth.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia
8656,Leptodon smithii (Hedw.) F.Weber & D.Mohr,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Leptodon
8705,Barbula sardoa (Bruch & Schimp.) J.-P.Frahm,SPECIES,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula
8707,"Lewinskya acuminata (H.Philib.) F.Lara, Garilleti & Goffinet",SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Lewinskya
8731,Fossombronia caespitiformis De Not. ex Rabenh.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Fossombroniales,Fossombroniaceae,Fossombronia
8839,Riccia crozalsii Levier,SPECIES,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia
8873,Tortella fasciculata (Culm.) Culm.,SPECIES,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Tortella
8884,Cephaloziella spinigera (Lindb.) J›rg.,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella
8893,Drepanocladus kneiffii (Schimp.) Warnst.,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus
8895,"Drepanocladus (C.Müller Hal.) G.Roth, 1899",GENUS,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus
8896,"Drepanocladus (C.Müller Hal.) G.Roth, 1899",GENUS,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus
8897,Drepanocladus polygamus (Schimp.) Hedenäs,SPECIES,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus
8900,Warnstorfia Loeske,GENUS,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Warnstorfia
8903,Ulota crispa (Hedw.) Brid. s.s.,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota
8904,Ulota crispula Bruch,SPECIES,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota
